name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Russell Westbrook","Oklahoma City Thunder",2015-12-13,2015,3468,1610612760,400828243,3,10,12,1,"Driving Bank shot","2PT Field Goal",3,"Utah Jazz",-1,33,5,4.80,"Lyles, Trey",2.30,17.90
"Nik Stauskas","Philadelphia 76ers",2016-03-27,2015,2991042,1610612755,400828981,4,7,03,1,"Driving Bank shot","2PT Field Goal",9,"Golden State Warriors",-74,61,0,0.00,,0.00,0.00
"Donald Sloan","Brooklyn Nets",2016-04-11,2015,4303,1610612751,400829093,3,0,34,1,"Driving Bank shot","2PT Field Goal",8,"Washington Wizards",-84,23,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2016-03-03,2015,609,1610612742,400828797,1,7,22,1,"Driving Bank shot","2PT Field Goal",2,"Sacramento Kings",-9,21,0,0.00,,0.00,0.00
"Jahlil Okafor","Philadelphia 76ers",2016-02-10,2015,3135048,1610612755,400828678,3,11,14,0,"Driving Bank shot","2PT Field Goal",12,"Sacramento Kings",-120,46,0,0.00,,0.00,0.00
"Derrick Rose","Chicago Bulls",2016-03-23,2015,3456,1610612741,400828947,4,6,11,1,"Driving Bank shot","2PT Field Goal",7,"New York Knicks",76,18,0,0.00,,0.00,0.00
"Deron Williams","Dallas Mavericks",2016-03-03,2015,2798,1610612742,400828797,3,6,48,1,"Driving Bank shot","2PT Field Goal",5,"Sacramento Kings",48,23,0,0.00,,0.00,0.00
"Mirza Teletovic","Phoenix Suns",2016-01-17,2015,4385,1610612756,400828497,2,10,25,0,"Driving Bank shot","2PT Field Goal",6,"Minnesota Timberwolves",-58,26,2,2.00,"Dieng, Gorgui",1.80,16.40
"Chris Paul","Los Angeles Clippers",2016-03-02,2015,2779,1610612746,400828794,3,9,08,1,"Driving Bank shot","2PT Field Goal",3,"Oklahoma City Thunder",22,26,0,0.00,,0.00,0.00
"Rajon Rondo","Sacramento Kings",2016-03-03,2015,3026,1610612758,400828797,3,1,18,1,"Driving Bank shot","2PT Field Goal",1,"Dallas Mavericks",-6,18,0,0.00,,0.00,0.00
"Jason Terry","Houston Rockets",2016-01-17,2015,841,1610612745,400828501,3,11,14,1,"Driving Bank shot","2PT Field Goal",3,"Los Angeles Lakers",-11,36,2,7.50,"Williams, Lou",2.30,1.20
"Austin Rivers","Los Angeles Clippers",2016-03-31,2015,6617,1610612746,400829013,4,8,42,1,"Driving Bank shot","2PT Field Goal",4,"Oklahoma City Thunder",46,16,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-02-04,2015,3064514,1610612747,400828634,2,0,06,1,"Driving Bank shot","2PT Field Goal",7,"New Orleans Pelicans",56,56,0,0.00,,0.00,0.00
"Klay Thompson","Golden State Warriors",2015-12-18,2015,6475,1610612744,400828284,3,6,48,1,"Driving Bank shot","2PT Field Goal",4,"Milwaukee Bucks",-20,36,3,2.50,"Mayo, O.J.",3.20,4.50
"Iman Shumpert","Cleveland Cavaliers",2016-03-31,2015,6468,1610612739,400829009,2,8,31,1,"Driving Bank shot","2PT Field Goal",8,"Brooklyn Nets",-88,16,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2016-03-13,2015,,1610612747,400828874,4,6,58,1,"Driving Bank shot","2PT Field Goal",3,"New York Knicks",30,8,0,0.00,,0.00,0.00
"Josh Richardson","Miami Heat",2016-01-17,2015,2581190,1610612748,400828498,3,1,05,0,"Driving Bank shot","2PT Field Goal",5,"Oklahoma City Thunder",-53,23,0,0.50,"Waiters, Dion",3.20,21.70
"Lance Stephenson","Memphis Grizzlies",2016-03-17,2015,4244,1610612763,400828904,2,1,14,0,"Driving Bank shot","2PT Field Goal",8,"Milwaukee Bucks",74,49,0,0.00,,0.00,0.00
"Nik Stauskas","Philadelphia 76ers",2016-01-14,2015,2991042,1610612755,400828474,4,8,02,0,"Driving Bank shot","2PT Field Goal",5,"Chicago Bulls",-4,51,12,9.60,"McDermott, Doug",3.00,14.60
"JJ Redick","Los Angeles Clippers",2015-12-16,2015,3024,1610612746,400828269,1,9,00,1,"Driving Bank shot","2PT Field Goal",3,"Milwaukee Bucks",-30,13,3,4.80,"Mayo, O.J.",0.30,9.10
"Derrick Rose","Chicago Bulls",2016-03-17,2015,3456,1610612741,400828903,1,3,26,1,"Driving Bank shot","2PT Field Goal",14,"Brooklyn Nets",135,46,0,0.00,,0.00,0.00
"Ricky Rubio","Minnesota Timberwolves",2016-01-25,2015,4011,1610612750,400828554,3,5,15,0,"Driving Bank shot","2PT Field Goal",9,"Cleveland Cavaliers",-83,36,0,0.00,,0.00,0.00
"KarlAnthony Towns","Minnesota Timberwolves",2015-12-20,2015,3136195,1610612750,400828290,4,3,03,1,"Driving Bank shot","2PT Field Goal",6,"Brooklyn Nets",-63,13,1,1.80,"Young, Thaddeus",1.60,10.00
"Ramon Sessions","Washington Wizards",2016-03-17,2015,3231,1610612764,400828900,4,9,00,0,"Driving Bank shot","2PT Field Goal",8,"Philadelphia 76ers",74,31,0,0.00,,0.00,0.00
"Rashad Vaughn","Milwaukee Bucks",2016-03-13,2015,3137733,1610612749,400828872,2,11,45,0,"Driving Bank shot","2PT Field Goal",10,"Brooklyn Nets",-91,46,0,0.00,,0.00,0.00
"Chandler Parsons","Dallas Mavericks",2015-12-09,2015,6466,1610612742,400828215,2,10,09,0,"Driving Bank shot","2PT Field Goal",6,"Atlanta Hawks",-60,18,5,6.20,"Bazemore, Kent",2.60,0.00
"Russell Westbrook","Oklahoma City Thunder",2016-01-22,2015,3468,1610612760,400828538,1,1,24,1,"Driving Bank shot","2PT Field Goal",3,"Dallas Mavericks",32,18,4,3.60,"Williams, Deron",1.30,17.60
"Ish Smith","Philadelphia 76ers",2016-04-02,2015,4305,1610612755,400829025,2,0,04,0,"Driving Bank shot","2PT Field Goal",4,"Indiana Pacers",38,13,0,0.00,,0.00,0.00
"Johnny OBryant","Milwaukee Bucks",2015-12-28,2015,,1610612749,400828351,2,8,44,0,"Driving Bank shot","2PT Field Goal",3,"Dallas Mavericks",32,16,1,2.40,"McGee, JaVale",3.80,4.30
"Luis Scola","Toronto Raptors",2016-03-17,2015,1781,1610612761,400828899,1,5,42,1,"Driving Bank shot","2PT Field Goal",5,"Indiana Pacers",-48,26,0,0.00,,0.00,0.00
"Rodney Stuckey","Indiana Pacers",2016-04-02,2015,3235,1610612754,400829025,2,5,53,1,"Driving Bank shot","2PT Field Goal",7,"Philadelphia 76ers",55,46,0,0.00,,0.00,0.00
"Jeff Teague","Atlanta Hawks",2015-12-09,2015,4015,1610612737,400828215,2,0,00,0,"Driving Bank shot","2PT Field Goal",3,"Dallas Mavericks",-35,8,13,11.00,"Pachulia, Zaza",2.60,0.00
"Julius Randle","Los Angeles Lakers",2016-03-22,2015,3064514,1610612747,400828942,1,4,36,1,"Driving Bank shot","2PT Field Goal",2,"Memphis Grizzlies",-14,26,0,0.00,,0.00,0.00
"Deron Williams","Dallas Mavericks",2015-12-09,2015,2798,1610612742,400828215,4,4,38,1,"Driving Bank shot","2PT Field Goal",12,"Atlanta Hawks",112,46,3,3.90,"Millsap, Paul",5.90,0.00
"Rajon Rondo","Sacramento Kings",2016-04-05,2015,3026,1610612758,400829049,1,6,44,1,"Driving Bank shot","2PT Field Goal",11,"Portland Trail Blazers",-104,51,0,0.00,,0.00,0.00
"Ramon Sessions","Washington Wizards",2015-12-28,2015,3231,1610612764,400828348,3,2,16,1,"Driving Bank shot","2PT Field Goal",6,"Los Angeles Clippers",-60,21,7,8.60,"Prigioni, Pablo",1.70,8.80
"Chandler Parsons","Dallas Mavericks",2016-03-01,2015,6466,1610612742,400828781,3,9,29,0,"Driving Bank shot","2PT Field Goal",3,"Orlando Magic",27,26,0,0.00,,0.00,0.00
"Dwyane Wade","Miami Heat",2015-12-18,2015,1987,1610612748,400828277,3,7,47,1,"Driving Bank shot","2PT Field Goal",3,"Toronto Raptors",24,26,3,2.10,"Johnson, James",3.10,12.30
"Ramon Sessions","Washington Wizards",2016-02-19,2015,3231,1610612764,400828693,2,10,51,1,"Driving Bank shot","2PT Field Goal",6,"Detroit Pistons",-56,36,0,0.00,,0.00,0.00
"Marcus Thornton","Houston Rockets",2016-01-27,2015,4017,1610612745,400828576,4,5,55,0,"Driving Bank shot","2PT Field Goal",3,"San Antonio Spurs",33,13,0,0.00,,0.00,0.00
"Victor Oladipo","Orlando Magic",2016-02-03,2015,2527963,1610612753,400828627,4,3,34,1,"Driving Bank shot","2PT Field Goal",11,"Oklahoma City Thunder",105,36,0,0.00,,0.00,0.00
"Charlie Villanueva","Dallas Mavericks",2015-12-28,2015,2792,1610612742,400828351,2,5,06,0,"Driving Bank shot","2PT Field Goal",7,"Milwaukee Bucks",50,61,2,2.00,"Parker, Jabari",2.70,11.50
"Russell Westbrook","Oklahoma City Thunder",2016-03-02,2015,3468,1610612760,400828794,1,6,39,1,"Driving Bank shot","2PT Field Goal",7,"Los Angeles Clippers",-11,70,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2015-12-18,2015,3059319,1610612750,400828279,1,3,37,1,"Driving Bank shot","2PT Field Goal",3,"Sacramento Kings",9,38,2,2.20,"Koufos, Kosta",2.20,9.60
"Chandler Parsons","Dallas Mavericks",2016-02-24,2015,6466,1610612742,400828739,1,10,27,0,"Driving Bank shot","2PT Field Goal",4,"Oklahoma City Thunder",33,31,0,0.00,,0.00,0.00
"Deron Williams","Dallas Mavericks",2015-12-18,2015,2798,1610612742,400828281,2,0,35,1,"Driving Bank shot","2PT Field Goal",7,"Memphis Grizzlies",73,31,1,2.40,"Gasol, Marc",5.30,10.10
"Deron Williams","Dallas Mavericks",2015-11-18,2015,2798,1610612742,400828055,1,9,52,0,"Driving Bank shot","2PT Field Goal",3,"Boston Celtics",-9,36,7,6.30,"Sullinger, Jared",2.90,17.90
"Julius Randle","Los Angeles Lakers",2016-03-27,2015,3064514,1610612747,400828983,3,11,02,1,"Driving Bank shot","2PT Field Goal",1,"Washington Wizards",14,11,0,0.00,,0.00,0.00
"Marvin Williams","Charlotte Hornets",2015-11-05,2015,2797,1610612766,400827959,3,9,51,0,"Driving Bank shot","2PT Field Goal",6,"Dallas Mavericks",60,26,1,2.00,"Nowitzki, Dirk",3.60,14.70
"Rashad Vaughn","Milwaukee Bucks",2015-12-28,2015,3137733,1610612749,400828351,4,11,44,0,"Driving Bank shot","2PT Field Goal",3,"Dallas Mavericks",-29,21,1,1.40,"Harris, Devin",2.00,20.40
"Lou Williams","Los Angeles Lakers",2015-11-06,2015,,1610612747,400827964,4,5,49,0,"Driving Bank shot","2PT Field Goal",13,"Brooklyn Nets",119,57,7,7.30,"Lopez, Brook",2.10,2.40
"Patrick Patterson","Toronto Raptors",2016-01-06,2015,4264,1610612761,400828416,2,9,55,1,"Driving Bank shot","2PT Field Goal",6,"Brooklyn Nets",2,61,1,2.50,"Robinson, Thomas",3.60,6.50
"Kyle Singler","Oklahoma City Thunder",2015-11-01,2015,6469,1610612760,400827931,4,1,51,0,"Driving Bank shot","2PT Field Goal",14,"Denver Nuggets",123,79,4,3.10,"Harris, Gary",2.60,3.40
"Mirza Teletovic","Phoenix Suns",2016-01-06,2015,4385,1610612756,400828420,1,4,01,0,"Driving Bank shot","2PT Field Goal",6,"Charlotte Hornets",68,16,1,2.20,"Walker, Kemba",3.30,13.70
"Justise Winslow","Miami Heat",2015-11-05,2015,3135047,1610612748,400827958,4,11,37,1,"Driving Bank shot","2PT Field Goal",8,"Minnesota Timberwolves",-71,46,1,1.60,"Muhammad, Shabazz",3.40,4.30
"Lance Stephenson","Memphis Grizzlies",2016-03-25,2015,4244,1610612763,400828965,4,10,08,0,"Driving Bank shot","2PT Field Goal",5,"San Antonio Spurs",0,52,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2015-11-13,2015,,1610612747,400828022,4,3,43,0,"Driving Bank shot","2PT Field Goal",4,"Dallas Mavericks",40,16,1,1.60,"Harris, Devin",1.30,14.70
"Ramon Sessions","Washington Wizards",2016-04-10,2015,3231,1610612764,400829081,3,6,53,1,"Driving Bank shot","2PT Field Goal",5,"Charlotte Hornets",51,21,0,0.00,,0.00,0.00
"Dion Waiters","Oklahoma City Thunder",2015-11-16,2015,6628,1610612760,400828042,2,8,26,0,"Driving Bank shot","2PT Field Goal",7,"Memphis Grizzlies",58,41,3,3.10,"Barnes, Matt",5.50,16.10
"Thaddeus Young","Brooklyn Nets",2015-12-20,2015,3244,1610612751,400828290,4,4,39,1,"Driving Bank shot","2PT Field Goal",5,"Minnesota Timberwolves",-56,16,1,2.00,"Towns, Karl-Anthony",3.50,7.70
"Dwight Powell","Dallas Mavericks",2015-11-24,2015,2531367,1610612742,400828098,1,0,01,0,"Driving Bank shot","2PT Field Goal",12,"Memphis Grizzlies",105,61,1,2.30,"Green, JaMychal",3.90,0.80
"Donald Sloan","Brooklyn Nets",2016-04-10,2015,4303,1610612751,400829086,3,9,07,0,"Driving Bank shot","2PT Field Goal",11,"Indiana Pacers",114,3,0,0.00,,0.00,0.00
"Terry Rozier","Boston Celtics",2015-11-04,2015,3074752,1610612738,400827947,2,10,39,0,"Driving Bank shot","2PT Field Goal",9,"Indiana Pacers",84,41,3,3.00,"Hill, George",2.40,16.30
"Ish Smith","Philadelphia 76ers",2016-04-10,2015,4305,1610612755,400829084,2,4,48,0,"Driving Bank shot","2PT Field Goal",4,"Milwaukee Bucks",22,43,0,0.00,,0.00,0.00
"Chris Paul","Los Angeles Clippers",2015-11-11,2015,2779,1610612746,400828005,2,0,26,0,"Driving Bank shot","2PT Field Goal",6,"Dallas Mavericks",56,41,6,3.00,"Evans, Jeremy",6.70,20.90
"Ish Smith","Philadelphia 76ers",2016-03-27,2015,4305,1610612755,400828981,4,1,47,1,"Driving Bank shot","2PT Field Goal",10,"Golden State Warriors",-96,41,0,0.00,,0.00,0.00
"JJ Redick","Los Angeles Clippers",2015-11-09,2015,3024,1610612746,400827992,1,6,26,1,"Driving Bank shot","2PT Field Goal",14,"Memphis Grizzlies",-145,31,2,1.90,"Green, JaMychal",3.60,3.60
"Tibor Pleiss","Utah Jazz",2016-01-06,2015,4284,1610612762,400828419,4,0,41,0,"Driving Bank shot","2PT Field Goal",3,"San Antonio Spurs",-34,2,0,0.70,"Butler, Rasual",2.30,17.30
"Zaza Pachulia","Dallas Mavericks",2015-11-18,2015,2016,1610612742,400828055,1,5,00,0,"Driving Bank shot","2PT Field Goal",4,"Boston Celtics",0,41,3,2.80,"Sullinger, Jared",2.50,15.80
"Isaiah Thomas","Boston Celtics",2015-11-18,2015,6472,1610612738,400828055,1,8,25,1,"Driving Bank shot","2PT Field Goal",5,"Dallas Mavericks",-50,7,2,2.90,"Matthews, Wesley",2.50,24.00
"Jahlil Okafor","Philadelphia 76ers",2015-11-18,2015,3135048,1610612755,400828054,3,6,09,1,"Driving Bank shot","2PT Field Goal",6,"Indiana Pacers",60,36,1,3.20,"Allen, Lavoy",1.90,12.10
"Isaiah Thomas","Boston Celtics",2015-11-04,2015,6472,1610612738,400827947,2,7,07,1,"Driving Bank shot","2PT Field Goal",7,"Indiana Pacers",71,23,8,4.60,"Hill, George",2.00,18.60
"Dwight Powell","Dallas Mavericks",2015-11-05,2015,2531367,1610612742,400827959,1,1,25,0,"Driving Bank shot","2PT Field Goal",5,"Charlotte Hornets",50,21,1,2.70,"Hawes, Spencer",2.00,15.80
"Gary Neal","Washington Wizards",2015-11-17,2015,4300,1610612764,400828045,4,11,09,1,"Driving Bank shot","2PT Field Goal",3,"Milwaukee Bucks",12,28,1,1.80,"Middleton, Khris",2.80,11.40
"Bobby Portis","Chicago Bulls",2015-11-27,2015,3064482,1610612741,400828118,4,0,00,1,"Driving Bank shot","2PT Field Goal",9,"Indiana Pacers",89,-15,1,1.60,"Hill, Solomon",2.70,0.00
"Chris Paul","Los Angeles Clippers",2015-11-19,2015,2779,1610612746,400828064,2,3,22,1,"Driving Bank shot","2PT Field Goal",5,"Golden State Warriors",43,31,0,0.00,"Thompson, Jason",2.20,14.60
"Charlie Villanueva","Dallas Mavericks",2015-11-05,2015,2792,1610612742,400827959,1,3,32,1,"Driving Bank shot","2PT Field Goal",9,"Charlotte Hornets",-71,62,2,2.20,"Zeller, Cody",1.00,10.50
"Tony Snell","Chicago Bulls",2016-04-13,2015,2528353,1610612741,400829109,4,0,48,1,"Driving Bank shot","2PT Field Goal",4,"Philadelphia 76ers",37,23,0,0.00,,0.00,0.00
"Ish Smith","New Orleans Pelicans",2015-11-07,2015,4305,1610612740,400827975,1,6,07,0,"Driving Bank shot","2PT Field Goal",8,"Dallas Mavericks",87,21,2,3.40,"Williams, Deron",3.10,11.60
"Terrence Ross","Toronto Raptors",2015-10-30,2015,6619,1610612761,400827911,4,11,18,1,"Driving Bank shot","2PT Field Goal",7,"Boston Celtics",-60,41,1,3.10,"Jerebko, Jonas",2.20,6.80
"Derrick Rose","Chicago Bulls",2015-10-28,2015,3456,1610612741,400827893,4,3,17,1,"Driving Bank shot","2PT Field Goal",9,"Brooklyn Nets",90,42,3,3.70,"Brown, Markel",2.80,0.00
"Andrew Wiggins","Minnesota Timberwolves",2015-11-23,2015,3059319,1610612750,400828093,4,3,58,1,"Driving Bank shot","2PT Field Goal",4,"Philadelphia 76ers",45,13,3,2.70,"Noel, Nerlens",2.50,16.50
"Mike Scott","Atlanta Hawks",2015-11-25,2015,6622,1610612737,400828109,4,8,20,1,"Driving Bank shot","2PT Field Goal",5,"Minnesota Timberwolves",46,26,3,1.90,"Rudez, Damjan",3.50,11.20
"Elfrid Payton","Orlando Magic",2015-11-09,2015,2583639,1610612753,400827986,1,9,13,1,"Driving Bank shot","2PT Field Goal",7,"Indiana Pacers",79,7,3,3.20,"Hill, George",2.00,10.70
"Deron Williams","Dallas Mavericks",2015-11-05,2015,2798,1610612742,400827959,3,9,14,1,"Driving Bank shot","2PT Field Goal",4,"Charlotte Hornets",45,7,8,6.10,"Jefferson, Al",2.10,15.60
"Deron Williams","Dallas Mavericks",2016-04-13,2015,2798,1610612742,400829110,4,1,00,1,"Driving Bank shot","2PT Field Goal",5,"San Antonio Spurs",48,18,0,0.00,,0.00,0.00
"Ish Smith","New Orleans Pelicans",2015-11-07,2015,4305,1610612740,400827975,2,10,02,0,"Driving Bank shot","2PT Field Goal",6,"Dallas Mavericks",63,7,9,8.00,"Anderson, Justin",3.00,16.30
"Jonathon Simmons","San Antonio Spurs",2015-11-28,2015,2579466,1610612759,400828129,4,4,43,1,"Driving Bank shot","2PT Field Goal",6,"Atlanta Hawks",-61,26,2,3.10,"Hardaway Jr., Tim",0.90,2.30
"Deron Williams","Dallas Mavericks",2015-11-13,2015,2798,1610612742,400828022,3,2,41,0,"Driving Bank shot","2PT Field Goal",6,"Los Angeles Lakers",63,3,6,6.50,"World Peace, Metta",1.60,5.50
"Luis Scola","Toronto Raptors",2015-11-22,2015,1781,1610612761,400828083,1,4,08,1,"Driving Bank shot","2PT Field Goal",3,"Los Angeles Clippers",-30,26,0,0.80,"Jordan, DeAndre",5.90,24.00
"Andre Roberson","Oklahoma City Thunder",2015-11-15,2015,2530596,1610612760,400828036,1,11,10,1,"Driving Bank shot","2PT Field Goal",6,"Boston Celtics",63,7,1,2.00,"Sullinger, Jared",2.10,12.20
"Nik Stauskas","Philadelphia 76ers",2015-11-06,2015,2991042,1610612755,400827965,2,8,44,1,"Driving Bank shot","2PT Field Goal",5,"Cleveland Cavaliers",43,31,3,2.60,"Love, Kevin",2.30,11.60
"Chris Paul","Los Angeles Clippers",2015-10-31,2015,2779,1610612746,400827925,2,4,11,0,"Driving Bank shot","2PT Field Goal",6,"Sacramento Kings",64,20,7,8.00,"Cousins, DeMarcus",2.90,15.90
"Gary Neal","Washington Wizards",2015-11-06,2015,4300,1610612764,400827963,3,2,59,1,"Driving Bank shot","2PT Field Goal",5,"Boston Celtics",46,38,2,2.40,"Thomas, Isaiah",1.80,4.40
"JaKarr Sampson","Philadelphia 76ers",2015-10-28,2015,2608891,1610612755,400827892,1,7,21,0,"Driving Bank shot","2PT Field Goal",5,"Boston Celtics",-53,24,9,6.30,"Bradley, Avery",2.20,10.30
"Shabazz Napier","Orlando Magic",2015-11-14,2015,2530780,1610612753,400828026,3,1,59,1,"Driving Bank shot","2PT Field Goal",4,"Washington Wizards",48,-6,1,1.50,"Neal, Gary",1.10,19.10
"Chandler Parsons","Dallas Mavericks",2015-11-07,2015,6466,1610612742,400827975,1,10,45,0,"Driving Bank shot","2PT Field Goal",6,"New Orleans Pelicans",58,18,2,3.10,"Babbitt, Luke",3.40,14.40
"Otto Porter","Washington Wizards",2015-11-17,2015,,1610612764,400828045,3,3,51,1,"Driving Bank shot","2PT Field Goal",7,"Milwaukee Bucks",63,33,0,2.70,"Antetokounmpo, Giannis",0.90,11.00
"Austin Rivers","Los Angeles Clippers",2015-11-27,2015,6617,1610612746,400828125,4,4,38,1,"Driving Bank shot","2PT Field Goal",4,"New Orleans Pelicans",27,31,3,2.80,"Cunningham, Dante",2.20,12.10
"Jameer Nelson","Denver Nuggets",2015-11-01,2015,2439,1610612743,400827931,2,9,12,1,"Driving Bank shot","2PT Field Goal",12,"Oklahoma City Thunder",12,123,5,3.90,"Singler, Kyle",1.50,19.20
"Ish Smith","New Orleans Pelicans",2015-10-31,2015,4305,1610612740,400827922,1,6,35,1,"Driving Bank shot","2PT Field Goal",7,"Golden State Warriors",72,18,13,9.80,"Curry, Stephen",1.80,5.70
"Julius Randle","Los Angeles Lakers",2015-11-01,2015,3064514,1610612747,400827932,2,3,10,1,"Driving Bank shot","2PT Field Goal",3,"Dallas Mavericks",20,33,7,7.10,"Nowitzki, Dirk",2.10,14.80
"Metta World Peace","Los Angeles Lakers",2015-11-13,2015,25,1610612747,400828022,3,3,28,0,"Driving Bank shot","2PT Field Goal",3,"Dallas Mavericks",-37,3,3,4.20,"Williams, Deron",2.30,13.70
"Glenn Robinson","Indiana Pacers",2015-11-13,2015,,1610612754,400828014,2,9,44,0,"Driving Bank shot","2PT Field Goal",9,"Minnesota Timberwolves",81,41,7,6.60,"Muhammad, Shabazz",1.00,17.60
"Paul Pierce","Los Angeles Clippers",2015-11-12,2015,662,1610612746,400828013,1,0,39,1,"Driving Bank shot","2PT Field Goal",3,"Phoenix Suns",19,33,2,3.40,"Bledsoe, Eric",1.00,20.40
"Chandler Parsons","Dallas Mavericks",2015-11-28,2015,6466,1610612742,400828128,1,11,06,0,"Driving Bank shot","2PT Field Goal",6,"Denver Nuggets",58,26,1,2.40,"Arthur, Darrell",2.80,2.60
"Isaiah Thomas","Boston Celtics",2015-11-29,2015,6472,1610612738,400828136,1,0,51,1,"Driving Bank shot","2PT Field Goal",11,"Orlando Magic",-99,67,1,1.20,"Napier, Shabazz",3.00,9.60
"Ish Smith","New Orleans Pelicans",2015-10-27,2015,4305,1610612740,400827890,1,2,01,1,"Driving Bank shot","2PT Field Goal",4,"Golden State Warriors",24,33,0,3.90,"Ezeli, Festus",3.30,4.30
"Cody Zeller","Charlotte Hornets",2016-02-21,2015,2579258,1610612766,400828714,3,6,27,0,"Driving Bank shot","2PT Field Goal",6,"Brooklyn Nets",56,26,0,0.00,,0.00,0.00
"Dennis Schroder","Atlanta Hawks",2015-11-17,2015,3032979,1610612737,400828046,3,9,38,1,"Driving Bank shot","2PT Field Goal",8,"Brooklyn Nets",74,38,3,3.00,"Lopez, Brook",5.80,13.00
"Julius Randle","Los Angeles Lakers",2016-03-25,2015,3064514,1610612747,400828968,3,10,06,1,"Driving Bank shot","2PT Field Goal",4,"Denver Nuggets",-37,23,0,0.00,,0.00,0.00
"Gary Neal","Washington Wizards",2015-11-17,2015,4300,1610612764,400828045,3,2,17,1,"Driving Bank shot","2PT Field Goal",3,"Milwaukee Bucks",30,16,2,2.40,"Monroe, Greg",0.90,9.00
"Jeff Teague","Atlanta Hawks",2016-03-30,2015,4015,1610612737,400829000,1,8,19,1,"Driving Bank shot","2PT Field Goal",9,"Toronto Raptors",-88,26,0,0.00,,0.00,0.00
"Andre Roberson","Oklahoma City Thunder",2015-11-10,2015,2530596,1610612760,400827994,1,11,42,1,"Driving Bank shot","2PT Field Goal",4,"Washington Wizards",38,23,3,2.40,"Gortat, Marcin",1.60,9.50
"Rodney Stuckey","Indiana Pacers",2016-03-05,2015,3235,1610612754,400828811,2,7,19,1,"Driving Bank shot","2PT Field Goal",5,"Washington Wizards",50,21,0,0.00,,0.00,0.00
"Austin Rivers","Los Angeles Clippers",2015-11-20,2015,6617,1610612746,400828073,1,2,50,1,"Driving Bank shot","2PT Field Goal",8,"Portland Trail Blazers",78,28,7,5.70,"Davis, Ed",2.90,7.80
"Dwyane Wade","Miami Heat",2016-02-03,2015,1987,1610612748,400828628,1,11,11,0,"Driving Bank shot","2PT Field Goal",3,"Dallas Mavericks",-9,31,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2015-11-20,2015,3064514,1610612747,400828075,3,6,52,1,"Driving Bank shot","2PT Field Goal",4,"Toronto Raptors",-29,31,3,4.10,"Scola, Luis",0.80,2.20
"Chandler Parsons","Dallas Mavericks",2016-02-21,2015,6466,1610612742,400828717,3,4,19,0,"Driving Bank shot","2PT Field Goal",3,"Philadelphia 76ers",27,21,0,0.00,,0.00,0.00
"Chandler Parsons","Dallas Mavericks",2015-11-22,2015,6466,1610612742,400828086,3,3,06,0,"Driving Bank shot","2PT Field Goal",5,"Oklahoma City Thunder",-38,36,4,7.20,"Morrow, Anthony",2.30,24.00
"Charlie Villanueva","Dallas Mavericks",2016-02-21,2015,2792,1610612742,400828717,4,3,59,0,"Driving Bank shot","2PT Field Goal",4,"Philadelphia 76ers",24,36,0,0.00,,0.00,0.00
"Derrick Rose","Chicago Bulls",2015-10-27,2015,3456,1610612741,400827889,3,8,45,1,"Driving Bank shot","2PT Field Goal",6,"Cleveland Cavaliers",-65,2,9,7.60,"Mozgov, Timofey",4.50,14.50
"Zach Randolph","Memphis Grizzlies",2016-01-02,2015,1017,1610612763,400828390,2,1,32,1,"Driving Bank shot","2PT Field Goal",5,"Utah Jazz",48,18,1,3.70,"Lyles, Trey",0.20,9.20
"Chris Paul","Los Angeles Clippers",2015-11-22,2015,2779,1610612746,400828083,4,2,21,1,"Driving Bank shot","2PT Field Goal",1,"Toronto Raptors",9,16,0,0.00,"DeRozan, DeMar",2.30,17.90
"Zaza Pachulia","Dallas Mavericks",2016-01-02,2015,2016,1610612742,400828388,2,6,05,0,"Driving Bank shot","2PT Field Goal",4,"New Orleans Pelicans",30,31,0,0.00,,0.00,0.00
"Jahlil Okafor","Philadelphia 76ers",2015-11-11,2015,3135048,1610612755,400828002,1,3,28,1,"Driving Bank shot","2PT Field Goal",3,"Toronto Raptors",32,7,2,3.70,"Biyombo, Bismack",1.80,12.30
"Jahlil Okafor","Philadelphia 76ers",2016-01-02,2015,3135048,1610612755,400828392,3,9,34,1,"Driving Bank shot","2PT Field Goal",5,"Los Angeles Clippers",30,43,0,0.90,"Jordan, DeAndre",4.60,13.50
"Deron Williams","Dallas Mavericks",2015-11-13,2015,2798,1610612742,400828022,3,5,23,0,"Driving Bank shot","2PT Field Goal",3,"Los Angeles Lakers",19,31,1,2.50,"Russell, D'Angelo",2.60,5.90
"Klay Thompson","Golden State Warriors",2016-01-02,2015,6475,1610612744,400828391,4,3,07,1,"Driving Bank shot","2PT Field Goal",6,"Denver Nuggets",0,61,1,1.50,"Harris, Gary",3.10,11.20
