name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Derrick Williams","New York Knicks",2016-01-18,2015,6480,1610612752,400828502,3,1,53,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,1.20,"Grant, Jerami",3.50,9.50
"Lucas Nogueira","Toronto Raptors",2016-03-18,2015,3032980,1610612761,400828910,4,1,59,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.00,,0.00,0.00
"Dwight Powell","Dallas Mavericks",2016-01-17,2015,2531367,1610612742,400828499,4,0,10,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",-6,2,0,0.70,"Butler, Rasual",2.60,0.00
"Dwight Powell","Dallas Mavericks",2016-03-30,2015,2531367,1610612742,400829004,1,6,05,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New York Knicks",0,1,0,0.00,,0.00,0.00
"Dwight Powell","Dallas Mavericks",2016-03-18,2015,2531367,1610612742,400828913,4,1,24,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.00,,0.00,0.00
"Andre Roberson","Oklahoma City Thunder",2016-01-17,2015,2530596,1610612760,400828498,3,7,20,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Miami Heat",0,1,0,0.80,"Wade, Dwyane",5.50,7.20
"Miles Plumlee","Milwaukee Bucks",2016-03-20,2015,6616,1610612749,400828928,1,2,08,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,,0.00,0.00
"Tristan Thompson","Cleveland Cavaliers",2016-01-15,2015,6474,1610612739,400828488,3,1,20,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,0.00,"Howard, Dwight",3.40,11.80
"Derrick Williams","New York Knicks",2016-01-16,2015,6480,1610612752,400828494,4,0,29,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,0.00,"Green, JaMychal",1.70,24.00
"Greg Smith","Minnesota Timberwolves",2016-03-16,2015,6530,1610612750,400828895,2,9,21,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,0.00,,0.00,0.00
"Nerlens Noel","Philadelphia 76ers",2016-01-26,2015,2991280,1610612755,400828564,1,3,45,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,,0.00,0.00
"Nerlens Noel","Philadelphia 76ers",2015-12-28,2015,2991280,1610612755,400828354,4,3,21,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,"Hood, Rodney",1.00,19.20
"Nerlens Noel","Philadelphia 76ers",2016-04-10,2015,2991280,1610612755,400829084,2,6,26,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.00,,0.00,0.00
"Mason Plumlee","Portland Trail Blazers",2016-02-27,2015,2488653,1610612757,400828758,3,8,13,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2015-12-18,2015,6616,1610612749,400828284,4,11,10,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,1.10,"Speights, Marreese",2.60,13.20
"Nerlens Noel","Philadelphia 76ers",2016-01-18,2015,2991280,1610612755,400828502,5,1,20,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New York Knicks",0,1,0,0.00,"Amundson, Lou",5.10,24.00
"Hassan Whiteside","Miami Heat",2016-01-09,2015,4262,1610612748,400828442,2,6,13,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,"Lyles, Trey",3.50,8.90
"Glenn Robinson","Indiana Pacers",2016-02-10,2015,,1610612754,400828676,2,7,43,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,1,0,0.00,,0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2016-02-20,2015,6616,1610612749,400828706,1,9,11,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Atlanta Hawks",0,1,0,0.00,,0.00,0.00
"Dwight Powell","Dallas Mavericks",2016-01-31,2015,2531367,1610612742,400828604,4,5,19,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,,0.00,0.00
"Derrick Williams","New York Knicks",2015-12-09,2015,6480,1610612752,400828214,3,3,19,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,"Booker, Trevor",1.60,14.40
"Andrew Wiggins","Minnesota Timberwolves",2016-02-20,2015,3059319,1610612750,400828708,3,10,11,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New York Knicks",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-01-15,2015,4262,1610612748,400828487,3,0,06,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,"Harris, Gary",3.70,2.70
"Nerlens Noel","Philadelphia 76ers",2015-12-18,2015,2991280,1610612755,400828275,1,1,59,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New York Knicks",0,1,0,0.10,"O'Quinn, Kyle",1.30,14.40
"Hassan Whiteside","Miami Heat",2016-02-20,2015,4262,1610612748,400828707,4,7,14,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2015-12-18,2015,4262,1610612748,400828277,3,9,56,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1,0,0.00,"Biyombo, Bismack",0.00,5.50
"Hassan Whiteside","Miami Heat",2016-02-20,2015,4262,1610612748,400828707,2,0,35,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Jonas Valanciunas","Toronto Raptors",2016-01-06,2015,6477,1610612761,400828416,4,3,30,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,1.20,"Johnson, Joe",6.80,10.20
"Miles Plumlee","Milwaukee Bucks",2016-03-20,2015,6616,1610612749,400828928,4,11,34,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,,0.00,0.00
"Tristan Thompson","Cleveland Cavaliers",2016-01-06,2015,6474,1610612739,400828414,3,4,25,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,"Porter, Otto",0.10,7.10
"Andre Roberson","Oklahoma City Thunder",2016-03-16,2015,2530596,1610612760,400828890,3,8,55,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.00,,0.00,0.00
"Kelly Olynyk","Boston Celtics",2015-12-18,2015,2489663,1610612738,400828276,4,10,49,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Atlanta Hawks",0,1,0,0.00,"Millsap, Paul",4.00,18.90
"Myles Turner","Indiana Pacers",2016-04-10,2015,3133628,1610612754,400829086,3,0,36,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.00,,0.00,0.00
"Derrick Williams","New York Knicks",2016-01-06,2015,6480,1610612752,400828412,4,7,51,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Miami Heat",0,1,0,0.00,"Udrih, Beno",2.50,23.80
"Hassan Whiteside","Miami Heat",2016-03-25,2015,4262,1610612748,400828962,1,1,43,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"Mason Plumlee","Portland Trail Blazers",2016-01-06,2015,2488653,1610612757,400828422,1,6,46,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,0,0.00,"Jordan, DeAndre",4.40,24.00
"Thomas Robinson","Brooklyn Nets",2016-03-05,2015,6618,1610612751,400828813,4,9,20,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"Andre Roberson","Oklahoma City Thunder",2016-01-06,2015,2530596,1610612760,400828421,3,10,01,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,0.00,"Allen, Tony",5.30,15.70
"Dwight Powell","Dallas Mavericks",2016-02-21,2015,2531367,1610612742,400828717,4,1,04,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,,0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2016-02-02,2015,6616,1610612749,400828620,4,0,34,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.00,,0.00,0.00
"Kristaps Porzingis","New York Knicks",2016-01-08,2015,3102531,1610612752,400828433,4,0,32,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.30,"Aldridge, LaMarcus",3.80,24.00
"Larry Nance Jr","Los Angeles Lakers",2016-04-03,2015,2580365,1610612747,400829040,3,2,16,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-03-11,2015,4262,1610612748,400828853,2,9,43,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2016-02-02,2015,6616,1610612749,400828620,2,4,34,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-03-11,2015,4262,1610612748,400828853,4,6,29,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"KarlAnthony Towns","Minnesota Timberwolves",2016-04-03,2015,3136195,1610612750,400829033,3,0,23,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,0,0.00,,0.00,0.00
"Tristan Thompson","Cleveland Cavaliers",2015-12-29,2015,6474,1610612739,400828360,1,3,04,0,"Alley Oop Dunk Shot","2PT Field Goal",2,"Denver Nuggets",-27,2,0,0.00,"Faried, Kenneth",4.80,13.50
"Miles Plumlee","Milwaukee Bucks",2016-02-02,2015,6616,1610612749,400828620,1,1,48,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.00,,0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2016-04-10,2015,6616,1610612749,400829084,5,2,48,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,,0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2016-04-03,2015,6616,1610612749,400829037,3,3,02,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2015-12-20,2015,4262,1610612748,400828291,4,0,44,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.00,,0.00,0.00
"Tibor Pleiss","Utah Jazz",2016-01-16,2015,4284,1610612762,400828495,4,0,56,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,"Black, Tarik",2.40,7.60
"Hassan Whiteside","Miami Heat",2015-12-20,2015,4262,1610612748,400828291,3,7,26,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.00,,0.00,0.00
"Thaddeus Young","Brooklyn Nets",2016-01-20,2015,3244,1610612751,400828518,1,1,10,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.00,"Thompson, Tristan",4.60,24.00
"Derrick Williams","New York Knicks",2016-03-30,2015,6480,1610612752,400829004,1,9,19,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,0,0.00,,0.00,0.00
"Tristan Thompson","Cleveland Cavaliers",2016-01-20,2015,6474,1610612739,400828518,4,7,59,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,1,0.60,"Lopez, Brook",7.00,24.00
"Mirza Teletovic","Phoenix Suns",2016-04-11,2015,4385,1610612756,400829098,1,1,11,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,,0.00,0.00
"Nerlens Noel","Philadelphia 76ers",2015-12-26,2015,2991280,1610612755,400828338,1,11,23,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,"Knight, Brandon",1.80,11.70
"Tristan Thompson","Cleveland Cavaliers",2016-03-31,2015,6474,1610612739,400829009,4,10,42,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.00,,0.00,0.00
"Nerlens Noel","Philadelphia 76ers",2016-02-08,2015,2991280,1610612755,400828664,4,11,10,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-01-13,2015,4262,1610612748,400828473,2,7,51,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,0,0.00,"Paul, Chris",4.80,4.90
"Nerlens Noel","Philadelphia 76ers",2015-12-07,2015,2991280,1610612755,400828192,2,6,11,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.00,"Bonner, Matt",4.80,10.60
"Hassan Whiteside","Miami Heat",2016-03-25,2015,4262,1610612748,400828962,2,7,32,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"KarlAnthony Towns","Minnesota Timberwolves",2015-12-26,2015,3136195,1610612750,400828335,4,6,40,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Indiana Pacers",0,1,0,0.00,"Allen, Lavoy",6.40,21.60
"Derrick Williams","New York Knicks",2016-01-13,2015,6480,1610612752,400828466,3,7,00,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.60,"Young, Thaddeus",5.70,22.00
"Hassan Whiteside","Miami Heat",2016-01-01,2015,4262,1610612748,400828378,3,9,35,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,0,0.00,"Pachulia, Zaza",1.30,12.40
"Hassan Whiteside","Miami Heat",2016-03-06,2015,4262,1610612748,400828822,2,6,15,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,,0.00,0.00
"Tony Snell","Chicago Bulls",2016-03-26,2015,2528353,1610612741,400828970,4,3,05,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-03-01,2015,4262,1610612748,400828779,1,4,12,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-03-04,2015,4262,1610612748,400828801,1,6,20,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,,0.00,0.00
"Tristan Thompson","Cleveland Cavaliers",2016-04-06,2015,6474,1610612739,400829052,2,11,16,1,"Alley Oop Dunk Shot","2PT Field Goal",2,"Indiana Pacers",-7,21,0,0.00,,0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2016-03-26,2015,6616,1610612749,400828976,4,8,54,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,1,0,0.00,,0.00,0.00
"Kristaps Porzingis","New York Knicks",2016-01-23,2015,3102531,1610612752,400828542,3,8,44,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,1,0,0.70,"Williams, Marvin",6.70,10.80
"Dwight Powell","Dallas Mavericks",2016-03-28,2015,2531367,1610612742,400828990,1,6,25,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-04-12,2015,4262,1610612748,400829100,3,6,04,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Detroit Pistons",0,1,0,0.00,,0.00,0.00
"Tristan Thompson","Cleveland Cavaliers",2016-01-20,2015,6474,1610612739,400828518,4,7,04,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.80,"Bogdanovic, Bojan",3.90,15.10
"Tristan Thompson","Cleveland Cavaliers",2016-03-21,2015,6474,1610612739,400828931,4,7,33,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2016-03-26,2015,6616,1610612749,400828976,2,8,23,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,1,0,0.00,,0.00,0.00
"Nerlens Noel","Philadelphia 76ers",2016-03-21,2015,2991280,1610612755,400828932,3,8,08,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Indiana Pacers",0,1,0,0.00,,0.00,0.00
"Nerlens Noel","Philadelphia 76ers",2016-01-26,2015,2991280,1610612755,400828564,3,8,55,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,,0.00,0.00
"Tayshaun Prince","Minnesota Timberwolves",2016-03-21,2015,1724,1610612750,400828937,2,4,07,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.00,,0.00,0.00
"Derrick Williams","New York Knicks",2016-01-05,2015,6480,1610612752,400828408,2,7,33,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Atlanta Hawks",6,-5,0,0.00,"Tavares, Walter",4.40,15.60
"Tristan Thompson","Cleveland Cavaliers",2016-03-21,2015,6474,1610612739,400828931,1,2,02,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2015-12-07,2015,4262,1610612748,400828193,1,4,59,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,"Beal, Bradley",0.10,14.00
"Hassan Whiteside","Miami Heat",2016-02-03,2015,4262,1610612748,400828628,3,3,03,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,0,0.00,,0.00,0.00
"Kelly Oubre","Washington Wizards",2016-01-11,2015,,1610612764,400828454,2,7,26,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,1.20,"Portis, Bobby",5.10,19.30
"Andrew Wiggins","Minnesota Timberwolves",2016-04-11,2015,3059319,1610612750,400829094,2,2,57,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,0.00,,0.00,0.00
"Chandler Parsons","Dallas Mavericks",2016-01-26,2015,6466,1610612742,400828570,2,5,57,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Los Angeles Lakers",-12,13,0,0.00,,0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2016-01-29,2015,6616,1610612749,400828590,4,11,38,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Miami Heat",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-01-05,2015,2580365,1610612747,400828411,1,8,19,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.00,"Thompson, Klay",6.80,20.10
"Hassan Whiteside","Miami Heat",2016-03-17,2015,4262,1610612748,400828901,4,11,46,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-01-06,2015,4262,1610612748,400828412,4,5,37,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New York Knicks",0,1,0,0.40,"Lopez, Robin",9.30,24.00
"Miles Plumlee","Milwaukee Bucks",2016-03-02,2015,6616,1610612749,400828790,1,7,03,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Indiana Pacers",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2015-12-07,2015,4262,1610612748,400828193,1,6,49,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.80,"Porter, Otto",5.00,0.70
"Cody Zeller","Charlotte Hornets",2016-03-02,2015,2579258,1610612766,400828785,2,5,16,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-03-28,2015,4262,1610612748,400828984,4,10,49,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.00,,0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2016-03-17,2015,6616,1610612749,400828904,1,1,06,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,0.00,,0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2016-01-10,2015,6616,1610612749,400828449,4,0,56,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"New York Knicks",0,1,1,3.80,"Galloway, Langston",5.60,20.90
"Thabo Sefolosha","Atlanta Hawks",2016-03-17,2015,3028,1610612737,400828902,4,7,26,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Andre Roberson","Oklahoma City Thunder",2016-01-10,2015,2530596,1610612760,400828451,1,4,42,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,1,0.40,"Plumlee, Mason",1.40,23.90
"Jabari Parker","Milwaukee Bucks",2016-04-01,2015,3056600,1610612749,400829020,2,2,08,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"Kristaps Porzingis","New York Knicks",2015-12-21,2015,3102531,1610612752,400828299,2,4,57,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,"Frye, Channing",4.20,14.30
"Hassan Whiteside","Miami Heat",2016-04-12,2015,4262,1610612748,400829100,4,2,36,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Detroit Pistons",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-03-14,2015,4262,1610612748,400828877,4,0,40,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Jonas Valanciunas","Toronto Raptors",2016-04-12,2015,6477,1610612761,400829101,1,9,24,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,,0.00,0.00
"Dwight Powell","Dallas Mavericks",2016-03-28,2015,2531367,1610612742,400828990,3,3,26,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",-7,2,0,0.00,,0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2016-04-11,2015,6616,1610612749,400829091,4,0,58,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"Tristan Thompson","Cleveland Cavaliers",2015-12-11,2015,6474,1610612739,400828221,2,7,06,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,7,0,0.10,"Harris, Tobias",5.20,20.30
"Nerlens Noel","Philadelphia 76ers",2016-04-12,2015,2991280,1610612755,400829101,2,2,10,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1,0,0.00,,0.00,0.00
"Tristan Thompson","Cleveland Cavaliers",2015-12-17,2015,6474,1610612739,400828271,3,3,18,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,0,0.90,"Kanter, Enes",0.90,8.50
"Willie Reed","Brooklyn Nets",2016-03-01,2015,2326015,1610612751,400828783,4,11,03,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-03-14,2015,4262,1610612748,400828877,4,1,44,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2016-04-01,2015,3059319,1610612750,400829021,1,0,00,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,,0.00,0.00
"Nerlens Noel","Philadelphia 76ers",2016-02-28,2015,2991280,1610612755,400828768,2,1,10,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-03-22,2015,4262,1610612748,400828940,1,0,19,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-03-28,2015,4262,1610612748,400828984,4,7,32,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.00,,0.00,0.00
"Andre Roberson","Oklahoma City Thunder",2016-04-05,2015,2530596,1610612760,400829047,3,6,05,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Myles Turner","Indiana Pacers",2016-02-08,2015,3133628,1610612754,400828663,1,11,18,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2016-04-01,2015,3059319,1610612750,400829021,3,3,20,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-03-14,2015,4262,1610612748,400828877,3,0,02,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Nerlens Noel","Philadelphia 76ers",2016-02-19,2015,2991280,1610612755,400828698,3,8,01,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2016-03-14,2015,3059319,1610612750,400828882,2,0,00,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-03-01,2015,4262,1610612748,400828779,4,2,53,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"Kristaps Porzingis","New York Knicks",2015-12-07,2015,3102531,1610612752,400828194,3,4,29,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,0,0.00,"Pachulia, Zaza",6.20,12.80
"Mason Plumlee","Portland Trail Blazers",2016-04-05,2015,2488653,1610612757,400829049,3,7,12,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,,0.00,0.00
"Josh Richardson","Miami Heat",2016-02-28,2015,2581190,1610612748,400828770,2,6,29,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New York Knicks",0,1,0,0.00,,0.00,0.00
"Cody Zeller","Charlotte Hornets",2016-04-05,2015,2579258,1610612766,400829043,1,11,22,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1,0,0.00,,0.00,0.00
